sentence,name,vshort,short,average,tall,vtall
Alison is 294.72 cm tall.,Alison,0,2.2087922138450625e-9,9.1070967768201e-9,5.517485875024718e-8,1
Silas is 294.73 cm.,Silas,0,2.2076221090697187e-9,9.101338031125056e-9,5.5131162386049e-8,1
Alexis 's height is 294.74 cm.,Alexis,0,2.206452701592352e-9,9.095583381751559e-9,5.5087504949563523e-8,1
Micah 's height is 294.75 cm.,Micah,0,2.2052839909512786e-9,9.089832825462333e-9,5.504388640226165e-8,1
Carlton is 294.76 cm tall.,Carlton,0,2.2041159766851567e-9,9.08408635902286e-9,5.500030670565648e-8,1
Marjorie is 294.77 cm tall.,Marjorie,0,2.2029486583329816e-9,9.078343979201477e-9,5.495676582130303e-8,1
Emanuel 's height is 294.79 cm.,Emanuel,0,2.200616107528107e-9,9.066871466500325e-9,5.4869800335779574e-8,1
Wesley is 294.8 cm.,Wesley,0,2.1994508741550674e-9,9.061141327171195e-9,5.4826375657928317e-8,1
Wendy 's height is 294.81 cm.,Wendy,0,2.198286334855304e-9,9.055415261561531e-9,5.478298963896653e-8,1
Sarah is 294.82 cm tall.,Sarah,0,2.1971224891694744e-9,9.049693266453659e-9,5.4739642240657476e-8,1
Lucia is 294.83 cm.,Lucia,0,2.1959593366385786e-9,9.04397533863265e-9,5.469633342480628e-8,1
Calvin is 294.84 cm tall.,Calvin,0,2.1947968768039644e-9,9.038261474886535e-9,5.4653063153260093e-8,1
Tracy is 294.85 cm.,Tracy,0,2.193635109207299e-9,9.032551672005968e-9,5.460983138790711e-8,1
Cory is 294.86 cm tall.,Cory,0,2.192474033390582e-9,9.026845926784465e-9,5.4566638090676834e-8,1
Isaac 's height is 294.87 cm.,Isaac,0,2.191313648896152e-9,9.021144236018329e-9,5.452348322354051e-8,1
Tyler is 294.89 cm.,Tyler,0,2.1889949520451737e-9,9.009753005051168e-9,5.443728862764091e-8,1
Gabriel 's height is 294.9 cm.,Gabriel,0,2.1878366387749613e-9,9.004063458456648e-9,5.439424882302637e-8,1
Anthony is 294.91 cm.,Anthony,0,2.1866790149997163e-9,8.998377953530428e-9,5.435124729680333e-8,1
Paul 's height is 294.92 cm.,Paul,0,2.1855220802634263e-9,8.992696487082667e-9,5.430828401114871e-8,1
Margarita 's height is 294.93 cm.,Margarita,0,2.1843658341104435e-9,8.987019055926362e-9,5.4265358928281775e-8,1
Pearl is 294.94 cm tall.,Pearl,0,2.183210276085417e-9,8.981345656877209e-9,5.4222472010461564e-8,1
Bryant is 294.95 cm tall.,Bryant,0,2.18205540573334e-9,8.975676286753634e-9,5.4179623219988547e-8,1
Lena 's height is 294.96 cm.,Lena,0,2.1809012225995473e-9,8.970010942376933e-9,5.413681251920462e-8,1
Jasper 's height is 294.98 cm.,Jasper,0,2.1785949161697555e-9,8.958692318162822e-9,5.405130523627406e-8,1
Clifton is 294.99 cm.,Clifton,0,2.1774427919660566e-9,8.953039031981655e-9,5.400860857901471e-8,1
Brent is 295 cm.,Brent,0,2.176291353165244e-9,8.947389758859837e-9,5.396594986121902e-8,1
Joshua is 295.03 cm.,Joshua,0,2.17284114465151e-9,8.930465986214244e-9,5.383820097027216e-8,1
Shirley 's height is 295.04 cm.,Shirley,0,2.1716924429352815e-9,8.924832733707304e-9,5.379569363619284e-8,1
Edith 's height is 295.05 cm.,Edith,0,2.1705444243601018e-9,8.919203478462117e-9,5.375322405471098e-8,1
Lorenzo 's height is 295.06 cm.,Lorenzo,0,2.1693970884746016e-9,8.91357821732745e-9,5.371079218857542e-8,1
Alexandra 's height is 295.07 cm.,Alexandra,0,2.1682504348277258e-9,8.907956947154712e-9,5.366839800057492e-8,1
Jessie is 295.08 cm tall.,Jessie,0,2.167104462968741e-9,8.902339664798047e-9,5.362604145353839e-8,1
Leon 's height is 295.09 cm.,Leon,0,2.1659591724472623e-9,8.8967263671144e-9,5.358372251033586e-8,1
Elijah 's height is 295.1 cm.,Elijah,0,2.164814562813216e-9,8.891117050963374e-9,5.354144113387702e-8,1
Dalton is 295.11 cm tall.,Dalton,0,2.1636706336168617e-9,8.885511713207288e-9,5.349919728711208e-8,1
Dixie 's height is 295.12 cm.,Dixie,0,2.162527384408779e-9,8.879910350711224e-9,5.3456990933031154e-8,1
Henrietta is 295.13 cm.,Henrietta,0,2.1613848147398818e-9,8.874312960342938e-9,5.341482203466477e-8,1
Sam 's height is 295.14 cm.,Sam,0,2.1602429241614093e-9,8.868719538972935e-9,5.337269055508357e-8,1
Gene is 295.15 cm.,Gene,0,2.1591017122249195e-9,8.86313008347443e-9,5.333059645739795e-8,1
Joyce is 295.18 cm tall.,Joyce,0,2.1556821437878757e-9,8.846385480980443e-9,5.320453808742063e-8,1
Selena is 295.19 cm.,Selena,0,2.1545436419414686e-9,8.840811857754067e-9,5.3162593149222863e-8,1
Jana is 295.2 cm tall.,Jana,0,2.153405816499739e-9,8.835242184805763e-9,5.3120685409072575e-8,1
Gordon 's height is 295.21 cm.,Gordon,0,2.1522686670162083e-9,8.829676459025018e-9,5.3078814830320016e-8,1
Kylie is 295.22 cm.,Kylie,0,2.151132193044711e-9,8.824114677303898e-9,5.30369813763546e-8,1
Lana 's height is 295.23 cm.,Lana,0,2.1499963941394108e-9,8.818556836537223e-9,5.2995185010605695e-8,1
Billy 's height is 295.26 cm.,Billy,0,2.1465930433671405e-9,8.801906928952291e-9,5.287001807754398e-8,1
Freddie is 295.27 cm.,Freddie,0,2.1454599402747008e-9,8.796364821005236e-9,5.282836969974506e-8,1
Cristina is 295.28 cm.,Cristina,0,2.1443275100241157e-9,8.790826638526941e-9,5.27867582279024e-8,1
Clyde is 295.29 cm.,Clyde,0,2.14319575217148e-9,8.785292378428332e-9,5.274518362568211e-8,1
Wilson is 295.3 cm.,Wilson,0,2.1420646662732133e-9,8.779762037622929e-9,5.270364585678978e-8,1
Minnie is 295.31 cm.,Minnie,0,2.1409342518860695e-9,8.774235613027078e-9,5.26621448849707e-8,1
Logan is 295.32 cm tall.,Logan,0,2.1398045085671106e-9,8.768713101559634e-9,5.262068067400897e-8,1
Evelyn is 295.33 cm tall.,Evelyn,0,2.138675435873712e-9,8.763194500142172e-9,5.257925318772756e-8,1
Roderick is 295.34 cm.,Roderick,0,2.1375470333636002e-9,8.757679805698985e-9,5.2537862389989744e-8,1
Eileen is 295.35 cm.,Eileen,0,2.1364193005947922e-9,8.752169015156975e-9,5.2496508244696746e-8,1
Hudson 's height is 295.38 cm.,Hudson,0,2.133040116321301e-9,8.735660036246846e-9,5.237266536308973e-8,1
Betty is 295.39 cm tall.,Betty,0,2.131915058104412e-9,8.7301648306317e-9,5.233145746737371e-8,1
Norman 's height is 295.4 cm.,Norman,0,2.1307906674237788e-9,8.724673513592092e-9,5.2290286044196113e-8,1
Damien 's height is 295.43 cm.,Damien,0,2.127421496200465e-9,8.708222863367939e-9,5.2166990251440496e-8,1
Joel 's height is 295.44 cm.,Joel,0,2.1262997712675182e-9,8.702747070085145e-9,5.212596436015764e-8,1
Robyn 's height is 295.45 cm.,Robyn,0,2.125178711673748e-9,8.697275150118399e-9,5.208497476247716e-8,1
Alvin is 295.46 cm tall.,Alvin,0,2.1240583169807074e-9,8.69180710042376e-9,5.204402142272838e-8,1
Bradley is 295.47 cm.,Bradley,0,2.122938586750251e-9,8.686342917959872e-9,5.200310430527853e-8,1
Jo is 295.48 cm.,Jo,0,2.1218195205445573e-9,8.680882599687982e-9,5.1962223374533664e-8,1
Brent is 295.49 cm.,Brent,0,2.1207011179261163e-9,8.675426142572008e-9,5.1921378594938e-8,1
Sergio is 295.5 cm.,Sergio,0,2.1195833784577404e-9,8.66997354357849e-9,5.1880569930974486e-8,1
Lily 's height is 295.51 cm.,Lily,0,2.118466301702561e-9,8.66452479967655e-9,5.183979734716442e-8,1
Emma is 295.52 cm tall.,Emma,0,2.1173498872240175e-9,8.659079907837982e-9,5.179906080806718e-8,1
Mason 's height is 295.53 cm.,Mason,0,2.1162341345858726e-9,8.653638865037147e-9,5.175836027828069e-8,1
Kerry is 295.54 cm.,Kerry,0,2.1151190433522056e-9,8.648201668251052e-9,5.171769572244115e-8,1
Hilda is 295.55 cm tall.,Hilda,0,2.1140046130873995e-9,8.642768314459283e-9,5.167706710522246e-8,1
Connie 's height is 295.56 cm.,Connie,0,2.112890843356175e-9,8.637338800644108e-9,5.163647439133753e-8,1
Vernon is 295.57 cm.,Vernon,0,2.1117777337235506e-9,8.631913123790338e-9,5.1595917545536736e-8,1
Antoinette is 295.58 cm.,Antoinette,0,2.110665283754859e-9,8.626491280885353e-9,5.15553965326085e-8,1
Beverly is 295.59 cm.,Beverly,0,2.1095534930157653e-9,8.621073268919246e-9,5.151491131737983e-8,1
Myles is 295.6 cm.,Myles,0,2.1084423610722337e-9,8.615659084884624e-9,5.1474461864715236e-8,1
Amanda is 295.61 cm.,Amanda,0,2.107331887490541e-9,8.61024872577672e-9,5.1434048139517084e-8,1
Angelo is 295.62 cm.,Angelo,0,2.1062220718372903e-9,8.604842188593336e-9,5.139367010672598e-8,1
Drew 's height is 295.63 cm.,Drew,0,2.1051129136793853e-9,8.599439470334895e-9,5.135332773132001e-8,1
Giovanni is 295.64 cm.,Giovanni,0,2.104004412584053e-9,8.59404056800441e-9,5.1313020978315336e-8,1
Vera 's height is 295.65 cm.,Vera,0,2.102896568118832e-9,8.588645478607448e-9,5.127274981276584e-8,1
Josephine is 295.67 cm.,Josephine,0,2.100682847350423e-9,8.577866726649375e-9,5.119231410443556e-8,1
Cesar 's height is 295.68 cm.,Cesar,0,2.0995769701838804e-9,8.572483058112392e-9,5.1152149491951036e-8,1
Jordan 's height is 295.69 cm.,Jordan,0,2.0984717479207238e-9,8.567103190557106e-9,5.1112020327513496e-8,1
Alice 's height is 295.71 cm.,Alice,0,2.0962632663812786e-9,8.556354846468166e-9,5.103186820378445e-8,1
Monique is 295.72 cm tall.,Monique,0,2.0951600062441276e-9,8.550986363979235e-9,5.0991845175089245e-8,1
Wyatt is 295.73 cm.,Wyatt,0,2.0940573992886326e-9,8.545621670561378e-9,5.095185745563341e-8,1
Wallace is 295.74 cm.,Wallace,0,2.0929554450851426e-9,8.540260763243367e-9,5.091190501080863e-8,1
Kaitlyn 's height is 295.76 cm.,Kaitlyn,0,2.090753493217101e-9,8.529550295034757e-9,5.0832105806804605e-8,1
Maria is 295.78 cm.,Maria,0,2.0885541472089883e-9,8.518854935634704e-9,5.075244728695548e-8,1
Malcolm is 295.8 cm.,Malcolm,0,2.0863574036347365e-9,8.50817466136537e-9,5.067292917573388e-8,1
Iris is 295.81 cm tall.,Iris,0,2.085260006691028e-9,8.502840173766596e-9,5.063322268741879e-8,1
Angel is 295.82 cm.,Angel,0,2.0841632590732566e-9,8.497509448589835e-9,5.059355119820676e-8,1
Salvador is 295.83 cm.,Salvador,0,2.083067160354555e-9,8.492182482886766e-9,5.05539146738235e-8,1
Gina 's height is 295.84 cm.,Gina,0,2.0819717101083768e-9,8.48685927371177e-9,5.051431308003209e-8,1
Jackie is 295.85 cm.,Jackie,0,2.080876907908471e-9,8.481539818121602e-9,5.047474638263203e-8,1
Rose is 295.87 cm.,Rose,0,2.0786892459440135e-9,8.470912155935767e-9,5.039571754038803e-8,1
Amber 's height is 295.91 cm.,Amber,0,2.074321679849607e-9,8.449701745363512e-9,5.02380771118604e-8,1
Katharine 's height is 295.92 cm.,Katharine,0,2.0732314020644947e-9,8.444408482670929e-9,5.019875373467589e-8,1
Rene is 295.93 cm tall.,Rene,0,2.0721417689267473e-9,8.439118950108881e-9,5.015946498160185e-8,1
Kerry is 295.94 cm.,Kerry,0,2.071052780012876e-9,8.433833144756916e-9,5.012021081876761e-8,1
Denise is 295.95 cm tall.,Denise,0,2.0699644348996987e-9,8.428551063697064e-9,5.008099121233897e-8,1
Mckenna is 295.96 cm tall.,Mckenna,0,2.068876733164354e-9,8.423272704013973e-9,5.004180612851862e-8,1
Braden 's height is 295.97 cm.,Braden,0,2.0677896743842735e-9,8.417998062794719e-9,5.000265553354519e-8,1
Carrie is 295.98 cm tall.,Carrie,0,2.0667032581371913e-9,8.412727137128918e-9,4.996353939369355e-8,1
Jerry 's height is 296 cm.,Jerry,0,2.0645323515545144e-9,8.402196420828578e-9,4.988541034463739e-8,1
Rachel is 296.01 cm.,Rachel,0,2.06344786037592e-9,8.396936624385793e-9,4.984639736816405e-8,1
Marion 's height is 296.02 cm.,Marion,0,2.0623640100443338e-9,8.391680531879897e-9,4.9807418712275086e-8,1
Ellis 's height is 296.03 cm.,Ellis,0,2.061280800139014e-9,8.386428140413018e-9,4.9768474343426284e-8,1
Tracy 's height is 296.04 cm.,Tracy,0,2.0601982302395277e-9,8.381179447089768e-9,4.972956422810978e-8,1
Tabitha is 296.05 cm tall.,Tabitha,0,2.05911629992574e-9,8.3759344490172e-9,4.969068833285342e-8,1
Dana 's height is 296.07 cm.,Dana,0,2.0569543563762826e-9,8.365455527065082e-9,4.961303906881416e-8,1
Mackenzie is 296.08 cm.,Mackenzie,0,2.0558743423018548e-9,8.360221597412115e-9,4.9574265633266607e-8,1
Christine is 296.09 cm tall.,Christine,0,2.0547949661356447e-9,8.354991351463143e-9,4.953552628425108e-8,1
Gretchen is 296.12 cm.,Gretchen,0,2.0515606609016417e-9,8.339322687047624e-9,4.941951242364944e-8,1
Lindsey is 296.14 cm.,Lindsey,0,2.0494076392867946e-9,8.32889527654763e-9,4.934233967316471e-8,1
Elisa is 296.15 cm tall.,Elisa,0,2.0483320817894885e-9,8.323687072418998e-9,4.930380414544809e-8,1
Clark 's height is 296.16 cm.,Clark,0,2.0472571592764196e-9,8.318482531882895e-9,4.926530247196543e-8,1
Zachary is 296.17 cm tall.,Zachary,0,2.046182871331077e-9,8.313281652076123e-9,4.9226834619673536e-8,1
Christy is 296.18 cm tall.,Christy,0,2.045109217537266e-9,8.308084430138006e-9,4.9188400555565276e-8,1
Julio is 296.19 cm.,Julio,0,2.044036197479073e-9,8.302890863210259e-9,4.915000024666822e-8,1
Guadalupe is 296.2 cm tall.,Guadalupe,0,2.0429638107408903e-9,8.297700948437015e-9,4.911163366004552e-8,1
Mason 's height is 296.21 cm.,Mason,0,2.041892056907422e-9,8.292514682965009e-9,4.907330076279618e-8,1
Kerry is 296.23 cm.,Kerry,0,2.039750446294891e-9,8.282153088523379e-9,4.8996735904988043e-8,1
Ray is 296.24 cm tall.,Ray,0,2.038680588686713e-9,8.276977753859314e-9,4.895850387880279e-8,1
Freddie is 296.25 cm.,Freddie,0,2.0376113623250176e-9,8.2718060571075e-9,4.892030541073795e-8,1
Brittany 's height is 296.26 cm.,Brittany,0,2.036542766795991e-9,8.266637995426825e-9,4.888214046806807e-8,1
Neal is 296.28 cm.,Neal,0,2.0344074665822046e-9,8.256312765926634e-9,4.880591102818801e-8,1
Jake is 296.29 cm.,Jake,0,2.0333407610713135e-9,8.25115559243707e-9,4.8767846465702567e-8,1
Damien is 296.3 cm.,Damien,0,2.03227468474083e-9,8.246002042678503e-9,4.87298152980616e-8,1
Derek 's height is 296.31 cm.,Derek,0,2.0312092371784435e-9,8.240852113822087e-9,4.869181749271527e-8,1
Cheryl is 296.33 cm.,Cheryl,0,2.029080226710145e-9,8.230563107511901e-9,4.861592183887967e-8,1
Lois 's height is 296.35 cm.,Lois,0,2.026953726373802e-9,8.220288550923567e-9,4.854015924449189e-8,1
Rochelle 's height is 296.36 cm.,Rochelle,0,2.0258914164774626e-9,8.215156684228498e-9,4.850232776358546e-8,1
Preston is 296.37 cm.,Preston,0,2.0248297328815277e-9,8.210028421512822e-9,4.8464529450404e-8,1
Rose is 296.38 cm tall.,Rose,0,2.023768675175748e-9,8.204903759964568e-9,4.842676427264062e-8,1
Mercedes is 296.39 cm.,Mercedes,0,2.022708242950179e-9,8.199782696774144e-9,4.838903219802335e-8,1
Callie is 296.4 cm tall.,Callie,0,2.021648435795162e-9,8.1946652291344e-9,4.835133319431445e-8,1
Nolan 's height is 296.41 cm.,Nolan,0,2.02058925330134e-9,8.1895513542406e-9,4.8313667229310984e-8,1
Paige is 296.42 cm.,Paige,0,2.0195306950596445e-9,8.18444106929035e-9,4.8276034270844263e-8,1
Troy 's height is 296.43 cm.,Troy,0,2.018472760661316e-9,8.179334371483768e-9,4.82384342867805e-8,1
Clark is 296.45 cm.,Clark,0,2.0163587617611367e-9,8.169131726113767e-9,4.816333311349695e-8,1
Emily 's height is 296.46 cm.,Emily,0,2.015302696443221e-9,8.164035772962488e-9,4.812583186018097e-8,1
Shelley is 296.48 cm.,Shelley,0,2.013192432033772e-9,8.153854591775636e-9,4.8050927860217066e-8,1
Diego is 296.5 cm tall.,Diego,0,2.0110846532122954e-9,8.14368769216864e-9,4.797615498956512e-8,1
Karen is 296.51 cm.,Karen,0,2.01003169488045e-9,8.138609591001142e-9,4.793881764801741e-8,1
Clarissa is 296.53 cm tall.,Clarissa,0,2.007927638343895e-9,8.12846407204614e-9,4.7864240993348904e-8,1
Frederick 's height is 296.54 cm.,Frederick,0,2.0068765393278114e-9,8.123396648708966e-9,4.7827001616678703e-8,1
Brock is 296.55 cm.,Brock,0,2.005826059272749e-9,8.118332779102844e-9,4.7789794831474494e-8,1
Rosalie 's height is 296.56 cm.,Rosalie,0,2.00477619777376e-9,8.11327246045893e-9,4.775262060604681e-8,1
Emily is 296.57 cm tall.,Emily,0,2.00372695442617e-9,8.1082156900107e-9,4.7715478908739484e-8,1
Hope is 296.58 cm tall.,Hope,0,2.002678328825598e-9,8.103162464993958e-9,4.767836970793021e-8,1
Oliver is 296.59 cm tall.,Oliver,0,2.001630320567967e-9,8.09811278264699e-9,4.7641292972031006e-08,1
Drew is 296.6 cm.,Drew,0,2.000582929249479e-9,8.093066640210356e-9,4.7604248669487225e-8,1
Catherine 's height is 296.61 cm.,Catherine,0,1.9995361544666234e-9,8.088024034927023e-9,4.7567236768777884e-8,1
Ebony 's height is 296.62 cm.,Ebony,0,1.9984899958161914e-9,8.082984964042286e-9,4.7530257238416027e-8,1
Dwight is 296.63 cm.,Dwight,0,1.9974444528952528e-9,8.077949424803828e-9,4.7493310046948006e-8,1
Jay is 296.64 cm.,Jay,0,1.996399525301175e-9,8.072917414461694e-9,4.745639516295405e-8,1
Evan is 296.67 cm tall.,Evan,0,1.9932684304580975e-9,8.057842529348748e-9,4.734584404212134e-8,1
Aubrey 's height is 296.68 cm.,Aubrey,0,1.9922259601509026e-9,8.05282460713926e-9,4.7309058074496034e-8,1
Kelvin is 296.69 cm.,Kelvin,0,1.9911841031617356e-9,8.047810200111517e-9,4.727230425774845e-8,1
Cassandra is 296.7 cm.,Cassandra,0,1.9901428590896843e-9,8.04279930552964e-9,4.72355825606592e-8,1
Colin is 296.71 cm.,Colin,0,1.9891022275341546e-9,8.03779192066015e-9,4.71988929520433e-8,1
June 's height is 296.72 cm.,June,0,1.9880622080948103e-9,8.032788042771845e-9,4.7162235400748e-8,1
Clifford 's height is 296.73 cm.,Clifford,0,1.9870228003716176e-9,8.027787669135854e-9,4.712560987565431e-8,1
Elaine is 296.74 cm.,Elaine,0,1.9859840039648287e-9,8.022790797025676e-9,4.708901634567646e-8,1
Dean is 296.75 cm tall.,Dean,0,1.9849458184749782e-9,8.017797423717139e-9,4.7052454779761626e-8,1
Ricardo 's height is 296.76 cm.,Ricardo,0,1.9839082435028932e-9,8.012807546488373e-9,4.701592514689038e-8,1
Gail 's height is 296.77 cm.,Gail,0,1.982871278649688e-9,8.007821162619866e-9,4.6979427416076395e-8,1
Edna is 296.78 cm.,Edna,0,1.9818349235167575e-9,8.002838269394438e-9,4.694296155636618e-8,1
Andrea is 296.79 cm.,Andrea,0,1.980799177705791e-9,7.997858864097198e-9,4.690652753683961e-8,1
Cedric is 296.8 cm tall.,Cedric,0,1.9797640408187483e-9,7.992882944015587e-9,4.687012532660896e-8,1
Charlie is 296.81 cm tall.,Charlie,0,1.9787295124579063e-9,7.987910506439424e-9,4.683375489482054e-8,1
Wilson is 296.82 cm tall.,Wilson,0,1.9776955922257957e-9,7.982941548660788e-9,4.679741621065251e-8,1
Viola is 296.83 cm tall.,Viola,0,1.9766622797252436e-9,7.977976067974034e-9,4.676110924331624e-8,1
Cedric is 296.84 cm.,Cedric,0,1.9756295745593725e-9,7.97301406167597e-9,4.672483396205634e-8,1
Jessie is 296.86 cm tall.,Jessie,0,1.9735659846455457e-9,7.963100461444206e-9,4.665237833490641e-8,1
Sergio is 296.87 cm.,Sergio,0,1.97253509910524e-9,7.958148862115519e-9,4.6616197927668735e-8,1
Jan 's height is 296.88 cm.,Jan,0,1.9715048193149187e-9,7.953200726385451e-9,4.658004908381216e-8,1
Mark is 296.89 cm.,Mark,0,1.9704751448791148e-9,7.94825605156228e-9,4.654393177274445e-8,1
Lowell is 296.91 cm.,Lowell,0,1.9684176104906356e-9,7.938377073881116e-9,4.647179162677067e-8,1
Myrtle is 296.92 cm.,Myrtle,0,1.9673897497484474e-9,7.933442765651123e-9,4.6435768730843114e-8,1
Maureen is 296.93 cm tall.,Maureen,0,1.96636249278177e-9,7.928511907584061e-9,4.639977724566211e-8,1
Renee is 296.94 cm.,Renee,0,1.9653358391965535e-9,7.92358449699966e-9,4.6363817140798093e-8,1
Gloria is 296.95 cm.,Gloria,0,1.9643097885990314e-9,7.91866053121991e-9,4.632788838585394e-8,1
Laurence is 296.96 cm.,Laurence,0,1.9632843405957336e-9,7.913740007569181e-9,4.62919909504654e-8,1
Cara is 296.97 cm tall.,Cara,0,1.96225949479346e-9,7.90882292337406e-9,4.625612480430015e-8,1
Matthew is 296.98 cm.,Matthew,0,1.961235250799292e-9,7.90390927596345e-9,4.6220289917058096e-8,1
Hilda is 296.99 cm.,Hilda,0,1.9602116082206006e-9,7.898999062668495e-9,4.618448625847176e-8,1
Samantha is 297 cm.,Samantha,0,1.9591885666650305e-9,7.894092280822659e-9,4.6148713798305554e-8,1
Misty is 297.01 cm.,Misty,0,1.958166125740514e-9,7.889188927761681e-9,4.611297250635635e-8,1
Jeanne is 297.02 cm tall.,Jeanne,0,1.9571442850552657e-9,7.884289000823543e-9,4.6077262352453156e-8,1
Richard is 297.03 cm.,Richard,0,1.9561230442177732e-9,7.879392497348532e-9,4.604158330645691e-8,1
Danielle is 297.04 cm tall.,Danielle,0,1.9551024028368125e-9,7.874499414679209e-9,4.6005935338260805e-8,1
Gary is 297.05 cm.,Gary,0,1.954082360521434e-9,7.869609750160342e-9,4.597031841778991e-8,1
Cassidy is 297.06 cm.,Cassidy,0,1.953062916880981e-9,7.864723501139073e-9,4.5934732515001744e-8,1
Warren is 297.08 cm tall.,Warren,0,1.9510258240635765e-9,7.854961238988896e-9,4.5863653642461724e-8,1
Haley is 297.1 cm tall.,Haley,0,1.9489911212648778e-9,7.845212607050631e-9,4.579269848093728e-8,1
Jose is 297.11 cm.,Jose,0,1.947974665148855e-9,7.84034339580268e-9,4.575726721703803e-8,1
Eleanor is 297.12 cm.,Eleanor,0,1.9469588053696364e-9,7.835477584182305e-9,4.5721866791234706e-8,1
Kimberley is 297.13 cm.,Kimberley,0,1.945943541538517e-9,7.83061516955237e-9,4.5686497173707657e-8,1
Olive 's height is 297.14 cm.,Olive,0,1.9449288732670685e-9,7.825756149278033e-9,4.5651158334668905e-8,1
Max is 297.16 cm.,Max,0,1.94290132185085e-9,7.816048281267965e-9,4.558057287306226e-8,1
Ava 's height is 297.17 cm.,Ava,0,1.941888437930606e-9,7.811199428273717e-9,4.5545326191076326e-8,1
Clyde 's height is 297.18 cm.,Clyde,0,1.9408761480191043e-9,7.806353959118115e-9,4.551011016874322e-8,1
Louise is 297.19 cm.,Louise,0,1.9398644517292936e-9,7.801511871177508e-9,4.547492477643257e-8,1
Gail is 297.21 cm tall.,Gail,0,1.9378428384679794e-9,7.791837828457835e-9,4.540464576351611e-8,1
Kayla is 297.22 cm tall.,Kayla,0,1.9368329207237892e-9,7.787005868442701e-9,4.5369552083807866e-08,1
Dante is 297.23 cm.,Dante,0,1.9358235950559046e-9,7.782177279170351e-9,4.5334488915916635e-8,1
Daphne 's height is 297.24 cm.,Daphne,0,1.9348148610786737e-9,7.77735205802832e-9,4.5299456230369616e-8,1
Lisa is 297.25 cm tall.,Lisa,0,1.9338067184067197e-9,7.772530202406345e-9,4.526445399772531e-8,1
Sergio is 297.26 cm.,Sergio,0,1.9327991666549358e-9,7.767711709696424e-9,4.5229482188573253e-08,1
